plantorder,plantnumber,type,plant,ambient,elevated,facility,field01,fieldpots,percent_decrease_N,replicate_facilities,SE,Var,aN,eN,SE_a,SE_e,watering,nitrogen,other,cultivar,concatenate,Author,site_of_expt,year_of_experiment,Sitecode,yearcode,exclude,notes
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.89911837,4,0.048416545,0.09683309,19.042565,17.12152,0.527485607,0.79063541,dry,1,TOS_2_maybe,zebu,"1-Horsham,_Australia2009550dryzebuambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.946196623,4,0.063446956,0.126893912,13.40585,12.68457,0.533233255,0.684754561,dry,1,TOS1_maybe,h45,"1-Horsham,_Australia2009550dryh45ambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.932837593,4,0.040993018,0.081986036,15.262705,14.237625,0.535977636,0.376132668,dry,1,TOS1_maybe,janz,"1-Horsham,_Australia2009550dryjanzambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.934554444,4,0.063855166,0.127710332,17.10437,15.984965,0.548518397,0.964430657,wet,1,TOS_2_maybe,gladius,"1-Horsham,_Australia2009550wetgladiusambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.943336063,4,0.065029345,0.13005869,15.807585,14.911865,0.556761247,0.883655316,wet,1,TOS_2_maybe,hartog,"1-Horsham,_Australia2009550wethartogambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.898786277,4,0.057441996,0.114883992,17.32438,15.570915,0.578167609,0.848694464,dry,1,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.86698863,4,0.050790544,0.101581088,16.969865,14.71268,0.579806791,0.700138159,wet,1,TOS_2_maybe,silverstar,"1-Horsham,_Australia2009550wetsilverstarambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.977744326,4,0.081643136,0.163286272,17.129115,16.747895,0.590994899,1.273510935,wet,1,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.922315989,4,0.055690185,0.11138037,16.179005,14.922155,0.599172483,0.711636384,dry,1,TOS_2_maybe,drysdale,"1-Horsham,_Australia2009550drydrysdaleambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.933725685,4,0.058531858,0.117063716,15.10125,14.100425,0.621762762,0.666514489,dry,1,TOS1_maybe,drysdale,"1-Horsham,_Australia2009550drydrysdaleambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,1.012144451,4,0.065505249,0.131010498,14.72689,14.90574,0.679440026,0.676538654,dry,1,TOS1_maybe,gladius,"1-Horsham,_Australia2009550drygladiusambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.890604325,4,0.071460449,0.142920898,16.61094,14.793775,0.829990286,0.928774836,dry,1,TOS_2_maybe,janz,"1-Horsham,_Australia2009550dryjanzambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.877547785,4,0.048548975,0.09709795,17.726915,15.556215,0.846697917,0.43427794,dry,1,TOS_2_maybe,gladius,"1-Horsham,_Australia2009550drygladiusambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.918194402,4,0.073928824,0.147857648,16.24736,14.918235,0.847813665,0.914746175,dry,1,TOS_2_maybe,hartog,"1-Horsham,_Australia2009550dryhartogambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.88316585,4,0.064577234,0.129154468,18.37592,16.228985,1.007781465,0.784862066,dry,2,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientmediumTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.849964913,4,0.073616546,0.147233092,16.31645,13.86841,1.228656248,0.593459187,wet,1,TOS_2_maybe,h45,"1-Horsham,_Australia2009550weth45ambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,ok,
1,1,C3_cereal,wheat,350,700,OTC,1,field,0.930735931,12,0.047527301,0.095054602,100,93.07359307,,,NA,2,,default,"1-Jokonien,_Finland1992700NANAambientNA",Hakala_1998,"Jokonien,_Finland",1992,Joko,1,ok,
1,1,C3_cereal,wheat,350,700,OTC,1,field,0.929889299,12,0.048085564,0.096171128,100,92.98892989,,,NA,2,,default,"1-Jokonien,_Finland1994700NANAambientNA",Hakala_1998,"Jokonien,_Finland",1994,Joko,2,ok,
1,1,C3_cereal,wheat,350,700,GC,0,pots,0.848580442,1,0.006232625,0.01246525,19.02,16.14,0.102,0.081,wet,2,,default,"1-Lanzhou_university,_China700wetNAambientNA",Wu_et_al_2004,"Lanzhou_university,_China",,Lanz,1,ok,
1,1,C3_cereal,wheat,370,550,FACE,1,field,0.807,4,0.0001,0.0002,,,,,wet,2,,default,"1-Maricopa,_Arizona1996550wetNAambientNA",Kimball_et_al_2001;_Pinter_et_al_1997,"Maricopa,_Arizona",1996,Mari,1,ok,
1,1,C3_cereal,wheat,370,550,FACE,1,field,0.867,4,0.00011,0.00022,,,,,dry,2,,default,"1-Maricopa,_Arizona1996550dryNAambientNA",Kimball_et_al_2001;_Pinter_et_al_1997,"Maricopa,_Arizona",1996,Mari,1,ok,
1,1,C3_cereal,wheat,367,554,FACE,1,field,1.012123188,4,0.00019,0.00038,,,,,NA,3,,default,"1-Maricopa,_Arizona1997554NANAambienthigh",Pinter_et_al_1997;_Kimball_et_al_2001;_Porteaus_et_al_2009,"Maricopa,_Arizona",1997,Mari,2,no_SE,
1,1,C3_cereal,wheat,367,554,FACE,1,field,0.73287931,4,0.00028,0.00056,,,,,NA,1,,default,"1-Maricopa,_Arizona1997554NANAambientlow",Pinter_et_al_1997;_Kimball_et_al_2001;_Porteaus_et_al_2009,"Maricopa,_Arizona",1997,Mari,2,ok,
1,1,C3_cereal,wheat,368,676,OTC,1,field,0.985981308,5,0.023247103,0.046494206,21.4,21.1,0.3,0.4,NA,2,,default,"1-Saerheim,_Norway676NANAambientNA",Sæbø_and_Mortensen_1996,"Saerheim,_Norway",,Saer,1,ok,
1,1,C3_cereal,wheat,391,684,GH,0,pots,1,1,0,0,2.2,2.2,,,NA,2,entry_17,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_17",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,no_SD,
1,1,C3_cereal,wheat,391,684,GH,0,pots,1,1,0,0,2.5,2.5,,,NA,2,entry_19,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_19",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,no_SD,
1,1,C3_cereal,wheat,391,684,GH,0,pots,1.083333333,1,0.128492192,0.256984384,2.4,2.6,,,NA,2,entry_21,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_21",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,ok,
1,1,C3_cereal,wheat,391,684,GH,0,pots,1.076923077,1,0.060456018,0.120912036,2.6,2.8,,,NA,2,entry_13,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_13",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,ok,
1,1,C3_cereal,wheat,391,684,GH,0,pots,0.925925926,1,0.06647994,0.13295988,2.7,2.5,,,NA,2,entry_1,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_1",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,ok,
1,1,C3_cereal,wheat,391,684,GH,0,pots,0.857142857,1,2.696759785,5.39351957,2.8,2.4,,,NA,2,entry_6,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_6",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,ok,
1,1,C3_cereal,wheat,385,715,GC,0,pots,0.963668468,4,0.029835064,0.059670128,18.689,18.01,0.4015,0.4015,NA,2,,chris,1-South_Dakota715NAchrisambientNA,Ziska_et_al_2004,South_Dakota,,SoDa,1,ok,
1,1,C3_cereal,wheat,385,715,GC,0,pots,0.969842657,4,0.031023601,0.062047202,20.592,19.971,0.41,0.5,NA,2,,thatcher,1-South_Dakota715NAthatcherambientNA,Ziska_et_al_2004,South_Dakota,,SoDa,1,ok,
1,1,C3_cereal,wheat,385,715,GC,0,pots,0.990489264,4,0.037243697,0.074487394,20.398,20.204,0.4875,0.5865,NA,2,,marquis,1-South_Dakota715NAmarquisambientNA,Ziska_et_al_2004,South_Dakota,,SoDa,1,ok,
1,1,C3_cereal,wheat,385,715,GC,0,pots,0.994187788,4,0.038514838,0.077029676,16.689,16.592,0.5,0.4075,NA,2,,oxen,1-South_Dakota715NAoxenambientNA,Ziska_et_al_2004,South_Dakota,,SoDa,1,ok,
1,,C3 cereal,wheat,350,700,tunnel,1,field,1.143202197,3,0.031390915,0.06278183,1.888761929,2.159236786,0.050824618,0.011805203,wet,medium,,alcazar,,"Sa´nchez de la Puente L, Pe´rez Pe´rez P, Mart?´nez-Carrasco R, Morcuende Morcuende R & Mart?´n del Molino IM (2000) Action of elevated CO2 and high temperatures on the mineral composition of two varieties of wheat. Agrochimica, XLIV, 5–6.",Spain,1997,Spai,1,ok,
1,,C3 cereal,wheat,350,700,tunnel,1,field,0.903275746,3,0.029607473,0.059214946,2.214930484,2.000692986,0.061317167,0.035112616,wet,medium,,rinconada,,"Sa´nchez de la Puente L, Pe´rez Pe´rez P, Mart?´nez-Carrasco R, Morcuende Morcuende R & Mart?´n del Molino IM (2000) Action of elevated CO2 and high temperatures on the mineral composition of two varieties of wheat. Agrochimica, XLIV, 5–6.",Spain,1997,Spai,1,ok,
1,1,C3_cereal,wheat,350,550,GC,0,pots,0.958823529,1,0.026882785,0.05376557,17,16.3,,,NA,3,,default,"1-University_of_Western_Sydney,_Australia550NANAambienthigh",Conroy_et_al_1994,"University_of_Western_Sydney,_Australia",,UWS,1,ok,
1,1,C3_cereal,wheat,350,550,GC,0,pots,0.864516129,1,0.027928979,0.055857958,15.5,13.4,,,NA,1,,default,"1-University_of_Western_Sydney,_Australia550NANAambientlow",Conroy_et_al_1994,"University_of_Western_Sydney,_Australia",,UWS,1,ok,
1,1,C3_cereal,wheat,350,550,GC,0,pots,0.987730061,1,0.028462502,0.056925004,16.3,16.1,,,NA,2,,default,"1-University_of_Western_Sydney,_Australia550NANAambientmedium",Conroy_et_al_1994,"University_of_Western_Sydney,_Australia",,UWS,1,ok,
1,1,C3_cereal,wheat,388,712,OTC,1,field,0.978165939,3,0.015639794,0.031279588,22.9,22.4,0.2,0.3,NA,2,,default,"1-wageningen?_Same_site_as_Dijkstra_et_al_1995_whatever_that_is1993,_1994712NANAambientNA",Dijkstra_et_al_1999,wageningen?_Same_site_as_Dijkstra_et_al_1995_whatever_that_is,"1993,_1994",Wage,1,ok,
1,1,C3_cereal,wheat,373,736,OTC,1,field,0.882051282,3,0.04232563,0.08465126,39,34.4,,,NA,2,,default,1-Wageningen1995736NANAambientNA,van_Oijen_et_al_1999,Wageningen,1995,Wage,2,ok,
1,1,C3_cereal,wheat,373,736,OTC,1,field,0.846547315,3,0.0538658,0.1077316,39.1,33.1,,,NA,2,,default,1-Wageningen1995736NANAlowNA,van_Oijen_et_al_1999,Wageningen,1995,Wage,2,ok,
1,1,C3_cereal,wheat,373,736,OTC,1,field,0.878640777,3,0.057665326,0.115330652,20.6,18.1,,,NA,2,,default,1-Wageningen1996736NANAambientNA,van_Oijen_et_al_1999,Wageningen,1996,Wage,3,ok,
1,1,C3_cereal,wheat,373,736,OTC,1,field,0.867647059,3,0.062467804,0.124935608,20.4,17.7,,,NA,2,,default,1-Wageningen1996736NANAlowNA,van_Oijen_et_al_1999,Wageningen,1996,Wage,3,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.89857437,4,0.066725885,0.13345177,11.518346,10.3500905,0.839593301,0.146722348,wet,1,TOS1_maybe,yitpi,"1-Walpeup,_Australia2008550wetyitpiambientlowTOS1_maybe",,"Walpeup,_Australia",2008,Walp,1,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.877548609,4,0.063724369,0.127448738,15.99826667,14.03925667,1.033777728,0.465128238,wet,1,TOS_2_maybe,yitpi,"1-Walpeup,_Australia2008550wetyitpiambientlowTOS_2_maybe",,"Walpeup,_Australia",2008,Walp,1,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.854373467,4,0.021413352,0.042826704,15.383735,13.143455,0.238476973,0.258848152,wet,1,TOS_2_maybe,yitpi,"1-Walpeup,_Australia2009550wetyitpiambientlowTOS_2_maybe",,"Walpeup,_Australia",2009,Walp,2,ok,
1,1,C3_cereal,wheat,380,550,FACE,1,field,0.889555401,4,0.077613931,0.155227862,12.937165,11.508325,0.468397008,0.913572937,wet,1,TOS1_maybe,yitpi,"1-Walpeup,_Australia2009550wetyitpiambientlowTOS1_maybe",,"Walpeup,_Australia",2009,Walp,2,ok,
1,1,C3_cereal,wheat,350,550,FACE,1,field,1.007246377,4,0.049089625,0.09817925,138,139,,,NA,3,,default,1-1996550NANAambienthigh,Porteaus_et_al_2009,,1996,Zport,1,no_SE,
1,1,C3_cereal,wheat,350,550,FACE,1,field,0.732758621,4,0.049215131,0.098430262,116,85,,,NA,1,,default,1-1996550NANAambientlow,Porteaus_et_al_2009,,1996,Zport,1,ok,
1,1,C3_cereal,wheat,350,550,GH,0,pots,0.976470588,1,0.009147942,0.018295884,17,16.6,,,NA,2,,default,1-550NANAambientmedium,Rogers_et_al_1996,,,Zrog96,1,ok,
1,1,C3_cereal,wheat,350,550,GH,0,pots,1.01734104,1,0.009175815,0.01835163,17.3,17.6,,,NA,2,,default,1-550NANAambientmedium_high,Rogers_et_al_1996,,,Zrog96,1,ok,
1,1,C3_cereal,wheat,350,550,GH,0,pots,0.870967742,1,0.009453825,0.01890765,15.5,13.5,,,NA,1,,default,1-550NANAambientvery_low,Rogers_et_al_1996,,,Zrog96,1,ok,
1,1,C3_cereal,wheat,350,550,GH,0,pots,1.012269939,1,0.009714624,0.019429248,16.3,16.5,,,NA,3,,default,1-550NANAambienthigh,Rogers_et_al_1996,,,Zrog96,1,ok,
1,1,C3_cereal,wheat,350,550,GH,0,pots,0.958823529,1,0.009063542,0.018127084,17,16.3,,,NA,3,,default,1-550NANAambientvery_high,Rogers_et_al_1996,,,Zrog96,1,ok,
1,1,C3_cereal,wheat,350,550,GH,0,pots,0.993865031,1,0.009626038,0.019252076,16.3,16.2,,,NA,1,,default,1-550NANAambientlow,Rogers_et_al_1996,,,Zrog96,1,ok,
1,1,C3_cereal,wheat,315,695,GC,0,pots,0.932186537,3,0.039780702,0.079561404,100,93.21865367,,,NA,1,,default,1-695NANAambientlow,Wolf_1996,,,Zwolf,1,ok,
1,1,C3_cereal,wheat,315,695,GC,0,pots,0.829533333,3,0.093980061,0.187960122,100,82.95333333,,,NA,2,,default,1-695NANAambientmedium,Wolf_1996,,,Zwolf,1,ok,
1,1,C3_cereal,wheat,315,695,GC,0,pots,0.740041068,3,0.134432355,0.26886471,100,74.00410678,,,NA,1,,default,1-695NANAambientvery_low,Wolf_1996,,,Zwolf,1,ok,
2,2,C3_cereal,rice,390,550,OTC,1,field,0.948259342,2,0.058686815,0.11737363,9.393,8.907,0.4,0.4,NA,2,,default,"2-Cuttack,_India2009550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2009,Indi,1,ok,
2,2,C3_cereal,rice,390,550,OTC,1,field,0.93869969,2,0.056617247,0.113234494,9.69,9.096,0.4,0.4,NA,2,,default,"2-Cuttack,_India2010550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2010,Indi,2,ok,
2,2,C3_cereal,rice,390,550,OTC,1,field,0.929227663,2,0.027563605,0.05512721,9.905,9.204,0.2,0.2,NA,2,,default,"2-Cuttack,_India2011550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2011,Indi,3,ok,
2,2,C3_cereal,rice,390,650,tunnel,1,field,0.916513986,3,0.023469428,0.046938856,85.691,78.537,0.75,1.89,wet,2,,default,"2-Chonnam_National_University,_Gwangju,_Korea2009650wetNAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2009,Kore,1,ok,
2,2,C3_cereal,rice,390,650,tunnel,1,field,0.975618534,3,0.035322205,0.07064441,77.805,75.908,2.71,0.75,NA,2,,default,"2-Chonnam_National_University,_Gwangju,_Korea2009650NANAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2009,Kore,1,ok,
2,2,C3_cereal,rice,380,622,tunnel,0,pots,0.791666667,3,0.055453472,0.110906944,1,0.791666667,,,NA,2,,default,"2-Chonnam_National_University,_South_Korea622NANAambientNA",Kim_et_al_2011,"Chonnam_National_University,_South_Korea",,Kore,1,ok,
2,2,C3_cereal,rice,390,650,tunnel,1,field,0.899739288,3,0.037706676,0.075413352,92.439,83.171,1.4,3.25,wet,2,,default,"2-Chonnam_National_University,_Gwangju,_Korea2010650wetNAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2010,Kore,2,ok,
2,2,C3_cereal,rice,390,650,tunnel,1,field,0.931806523,3,0.035440623,0.070881246,81.87,76.287,2.005,2.22,NA,2,,default,"2-Chonnam_National_University,_Gwangju,_Korea2010650NANAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2010,Kore,2,ok,
2,2,C3_cereal,rice,369,571,OTC,1,field,1.01,6,0.005105046,0.010210092,100,101,,,NA,2,,default,2-Philippines1994571NANAambientNA,Ziska_et_al_1997,Philippines,1994,Phil,1,ok,
2,2,C3_cereal,rice,369,571,OTC,1,field,0.93,6,0.034268732,0.068537464,100,93,,,NA,2,,default,2-Philippines1994571NANAwarmed?NA,Ziska_et_al_1997,Philippines,1994,Phil,1,ok,
2,2,C3_cereal,rice,369,571,OTC,1,field,0.989247312,6,0.005432597,0.010865194,100,98.92473118,,,NA,2,,default,2-Philippines1995571NANAambientNA,Ziska_et_al_1997,Philippines,1995,Phil,2,ok,
2,2,C3_cereal,rice,369,665,OTC,1,field,0.903225806,6,0.046659484,0.093318968,100,90.32258065,,,NA,2,,default,2-Philippines1995665NANAambientNA,Ziska_et_al_1997,Philippines,1995,Phil,2,ok,
2,2,C3_cereal,rice,393,625,FACE,1,field,0.877483444,3,0.018688416,0.037376832,15.1,13.25,0.226090365,0.200686954,wet,2,,akitakomachi,"2-Shizukuishi,_Japan1999625wetakitakomachi",Lieffering_et_al_2004,"Shizukuishi,_Japan",1999,Shiz,1,ok,
2,2,C3_cereal,rice,393,570,FACE,1,field,0.957142857,3,0.013236674,0.026473348,12.25,11.725,0.130192486,0.103749843,wet,2,,akitakomachi,"2-Shizukuishi,_Japan2000570wetakitakomachi",Lieffering_et_al_2004,"Shizukuishi,_Japan",2000,Shiz,2,ok,
2,2,C3_cereal,rice,375,571,FACE,1,field,0.918987342,3,0.02877503,0.05755006,1.316666667,1.21,0.036666667,0.017320508,wet,2,,akitakomachi,"2-Shizukuishi,_Japan2007571wetakitakomachiambientmedium",,"Shizukuishi,_Japan",2007,Shiz,3,ok,
2,2,C3_cereal,rice,375,571,FACE,1,field,0.922459893,3,0.021619577,0.043239154,1.246666667,1.15,0.018559215,0.02081666,wet,2,,akitakomachi,"2-Shizukuishi,_Japan2008571wetakitakomachiambientmedium",,"Shizukuishi,_Japan",2008,Shiz,4,ok,
2,2,C3_cereal,rice,375,571,FACE,1,field,0.950904393,3,0.036930529,0.073861058,1.29,1.226666667,0.02081666,0.043333333,wet,2,,tanakari,"2-Shizukuishi,_Japan2008571wettanakariambientmedium",,"Shizukuishi,_Japan",2008,Shiz,4,ok,
2,2,C3_cereal,rice,375,571,FACE,1,field,0.952978056,3,0.047341887,0.094683774,1.063333333,1.013333333,0.049103066,0.018559215,wet,2,,koshihikari,"2-Shizukuishi,_Japan2008571wetkoshihikariambientmedium",,"Shizukuishi,_Japan",2008,Shiz,4,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.897391304,4,0.014063888,0.028127776,1.4375,1.29,0.008539126,0.018708287,wet,3,,Hoshiaoba,"2-Tsukubamirai,_Japan2010584wetHoshiaobaambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.882828283,4,0.018044171,0.036088342,1.2375,1.0925,0.017017148,0.01652019,wet,2,,Norin8,"2-Tsukubamirai,_Japan2010584wetNorin8ambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.930501931,4,0.018287765,0.03657553,1.295,1.205,0.017078251,0.017559423,wet,3,,86y8,"2-Tsukubamirai,_Japan2010584wet86y8ambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.950471698,4,0.01872435,0.0374487,1.06,1.0075,0.017320508,0.011086779,wet,1,,koshihikari,"2-Tsukubamirai,_Japan2010584wetkoshihikariambientlow",zhang_et_al_2013_rice_own_data,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.899513776,4,0.016110308,0.032220616,1.5425,1.3875,0.017969882,0.018874586,wet,3,,Milyang23,"2-Tsukubamirai,_Japan2010584wetMilyang23ambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.922787194,4,0.015935379,0.031870758,1.3275,1.225,0.018427787,0.012583057,wet,3,,Nihonbare,"2-Tsukubamirai,_Japan2010584wetNihonbareambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.911522634,4,0.017317322,0.034634644,1.215,1.1075,0.020615528,0.009464847,wet,3,,Kokuriku193,"2-Tsukubamirai,_Japan2010584wetKokuriku193ambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.910233393,4,0.019122086,0.038244172,1.3925,1.2675,0.0225,0.017017148,wet,3,,Takanari,"2-Tsukubamirai,_Japan2010584wetTakanariambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.962886598,4,0.018864646,0.037729292,1.2125,1.1675,0.023228933,0.004787136,wet,2,,Akitakomachi,"2-Tsukubamirai,_Japan2010584wetAkitakomachiambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.895220588,4,0.027121354,0.054242708,1.36,1.2175,0.025495098,0.028975564,wet,3,,Bekoaoba,"2-Tsukubamirai,_Japan2010584wetBekoaobaambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.956607495,4,0.027548016,0.055096032,1.2675,1.2125,0.026575365,0.023935678,wet,2,,Takanari,"2-Tsukubamirai,_Japan2010584wetTakanariambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.906666667,4,0.026378325,0.05275665,1.3125,1.19,0.032755407,0.01779513,wet,2,,Akidawara,"2-Tsukubamirai,_Japan2010584wetAkidawaraambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.915611814,4,0.036258285,0.07251657,1.185,1.085,0.034034296,0.029580399,wet,2,,koshihikari,"2-Tsukubamirai,_Japan2010584wetkoshihikariambientmedium",zhang_et_al_2013_rice_own_data,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.930693069,4,0.03024078,0.06048156,1.2625,1.175,0.034247871,0.021015867,wet,2,,Akihikari,"2-Tsukubamirai,_Japan2010584wetAkihikariambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.879837067,4,0.040114544,0.080229088,1.2275,1.08,0.034247871,0.038944405,wet,3,,Miriroman,"2-Tsukubamirai,_Japan2010584wetMiriromanambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.893700787,4,0.037926457,0.075852914,1.27,1.135,0.035590261,0.036170891,wet,3,,Koshihikari,"2-Tsukubamirai,_Japan2010584wetKoshihikariambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.982035928,4,0.037541316,0.075082632,1.2525,1.23,0.035677958,0.031358146,wet,2,,86Y8,"2-Tsukubamirai,_Japan2010584wet86Y8ambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.873333333,4,0.034992594,0.069985188,1.5,1.31,0.037193189,0.041231056,wet,2,,Aikoku,"2-Tsukubamirai,_Japan2010584wetAikokuambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.939330544,4,0.034121385,0.06824277,1.195,1.1225,0.03968627,0.01652019,wet,2,,Akita63,"2-Tsukubamirai,_Japan2010584wetAkita63ambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.907103825,4,0.031729448,0.063458896,1.3725,1.245,0.043469338,0.018484228,wet,3,,IR72,"2-Tsukubamirai,_Japan2010584wetIR72ambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.923986486,4,0.032263234,0.064526468,1.48,1.3675,0.046007246,0.021746647,wet,3,,Lemont,"2-Tsukubamirai,_Japan2010584wetLemontambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,584,FACE,1,field,0.886486486,4,0.045484788,0.090969576,1.3875,1.23,0.064468985,0.026770631,wet,2,,SY63,"2-Tsukubamirai,_Japan2010584wetSY63ambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,ok,
2,2,C3_cereal,rice,386,560,FACE,1,field,0.94,4,0.022260002,0.044520004,1,0.94,,,NA,1,,default,"2-Tsukubamirai,_Japan2011560NANAambientlow",zhang_et_al_2013_rice,"Tsukubamirai,_Japan",2011,Tsuk,2,no_SE,
2,2,C3_cereal,rice,386,560,FACE,1,field,0.94,4,0.022260002,0.044520004,1,0.94,,,NA,2,,default,"2-Tsukubamirai,_Japan2011560NANAambientmedium",zhang_et_al_2013_rice,"Tsukubamirai,_Japan",2011,Tsuk,2,no_SE,
